site_id,lat,lon,timestamp,observed,predicted,residual,model_version,siteengname,countyen,townshipen,basinen,riveren,Arsenic,Biochemical Oxygen Demand,Cadmium,Chemical Oxygen Demand,Chloride,Coliform Group,Conductivity,Copper,Dissolved Oxygen,Dissolved Oxygen Saturation,Hexavalent Chromium,Lead,Manganese,Mercury,NH3-N,Nickel,Nitrate-Nitrogen,Nitrite-Nitrogen,River Pollution Index,Selenium,Silver,Suspended Solid,Temperature,Total Organic Carbon,Total-Phosphate,Water Temperature,Zinc,pH,year,index,absolute_residual,is_anomaly,direction,threshold
1001,25.051144,121.500209,2021-01-07 11:51:29,3.25,3.2153780324525982,0.034621967547401766,Gradient Boosting,Jhongshou Bridge.,New Taipei City,Zhongzheng District,Danshuei River,Danshuei River,0.0005,3.2,0.001,7.6,15.1,530000.0,243.0,0.012,6.1,63.0,0.002,0.003,0.053,0.0003,2.38,0.012,0.45,0.082,3.25,0.001,0.001,17.1,12.4,1.7,0.382,17.2,0.017,7.44,2021,0,0.034621967547401766,False,normal,0.4044246213148957
1001,25.051144,121.500209,2025-10-09 06:36:48,6.25,5.8090082032357095,0.44099179676429046,Gradient Boosting,Jhongshou Bridge.,Taipei City,Zhongzheng District,Danshuei River,Danshuei River,,3.3,,22.4,561.0,180000.0,2920.0,,2.3,32.4,,,,,3.47,,,,6.25,,,74.7,27.3,,,28.4,,7.48,2025,1,0.44099179676429046,True,high,0.4044246213148957
1001,25.051144,121.500209,2026-07-07 10:25:00,2.5,2.834319225983502,-0.33431922598350194,Gradient Boosting,Jhongshou Bridge.,Taipei City,Zhongzheng District,Danshuei River,Danshuei River,0.0009,1.4,0.001,6.8,9.6,230000.0,192.0,0.006,5.9,72.8,0.002,0.003,0.06,0.0003,0.84,0.005,0.66,,2.5,,0.001,28.7,32.4,,0.13,26.4,0.016,7.42,2026,2,0.33431922598350194,False,normal,0.4044246213148957
1002,25.084174,121.5027969,2021-01-07 11:26:00,3.5,3.502439003626636,-0.0024390036266361825,Gradient Boosting,Chongyang Bridge,Taipei City,Shihlin District,Danshuei River,Danshuei River,0.0007,2.6,0.001,6.1,15.6,230000.0,233.0,0.004,3.5,36.0,0.002,0.003,0.044,0.0003,2.26,0.006,0.53,0.076,3.5,0.001,0.001,15.0,12.3,1.52,0.288,17.1,0.012,7.32,2021,3,0.0024390036266361825,False,normal,0.4044246213148957
1002,25.084174,121.5027969,2025-10-09 06:12:14,5.75,5.516641176912381,0.23335882308761935,Gradient Boosting,Chongyang Bridge,Taipei City,Shihlin District,Danshuei River,Danshuei River,,1.9,,19.2,1770.0,100000.0,6300.0,,2.6,33.5,,,,,3.24,,,,5.75,,,87.4,27.5,,,28.6,,7.32,2025,4,0.23335882308761935,False,normal,0.4044246213148957
1002,25.084174,121.5027969,2026-07-07 10:00:05,2.5,2.8056590721365837,-0.3056590721365837,Gradient Boosting,Chongyang Bridge,Taipei City,Shihlin District,Danshuei River,Danshuei River,0.0009,3.4,0.001,7.1,10.6,31000.0,224.0,0.004,5.7,72.6,0.002,0.003,0.044,0.0003,0.72,0.005,0.68,,2.5,,0.001,16.6,32.1,,0.115,28.3,0.012,7.33,2026,5,0.3056590721365837,False,normal,0.4044246213148957
1003,25.1248169,121.4572369,2021-01-07 11:02:00,3.5,3.7147761080661605,-0.21477610806616054,Gradient Boosting,Gwandu Bridge,New Taipei City,Bali District,Danshuei River,Danshuei River,0.0015,2.4,0.001,13.1,115.0,200000.0,653.0,0.004,4.2,42.5,0.002,0.003,0.03,0.0003,2.66,0.011,0.75,0.148,3.5,0.001,0.001,11.6,11.9,1.53,0.267,17.2,0.011,7.64,2021,6,0.21477610806616054,False,normal,0.4044246213148957
1003,25.1248169,121.4572369,2025-10-09 05:46:27,4.75,4.411017467336421,0.3389825326635787,Gradient Boosting,Gwandu Bridge,New Taipei City,Bali District,Danshuei River,Danshuei River,,1.0,,13.5,7030.0,19000.0,21600.0,,2.5,35.8,,,,,2.13,,,,4.75,,,77.6,27.4,,,29.8,,7.28,2025,7,0.3389825326635787,False,normal,0.4044246213148957
1003,25.1248169,121.4572369,2026-07-07 09:35:02,3.25,3.6036628836085636,-0.35366288360856357,Gradient Boosting,Gwandu Bridge,New Taipei City,Bali District,Danshuei River,Danshuei River,0.0015,1.2,0.001,12.2,436.0,19000.0,2890.0,0.005,4.3,56.8,0.002,0.003,0.063,0.0003,0.75,0.005,0.77,,3.25,,0.001,27.1,31.7,,0.158,29.0,0.014,7.23,2026,8,0.35366288360856357,False,normal,0.4044246213148957
1004,25.1709011,121.422745,2021-01-07 10:43:00,2.75,2.7846462771106992,-0.03464627711069923,Gradient Boosting,Danshuei River Mouth,New Taipei City,TamsuiDistrict,Danshuei River,Danshuei River,0.0015,1.2,0.001,4.0,4770.0,31000.0,16800.0,0.001,5.8,64.1,0.002,0.003,0.023,0.0003,1.33,0.005,0.55,0.115,2.75,0.001,0.001,14.2,11.7,0.46,0.139,17.1,0.007,7.52,2021,9,0.03464627711069923,False,normal,0.4044246213148957
1004,25.1709011,121.422745,2025-10-09 05:20:00,4.0,4.250734255138835,-0.25073425513883496,Gradient Boosting,Danshuei River Mouth,New Taipei City,TamsuiDistrict,Danshuei River,Danshuei River,,1.0,,13.3,15100.0,3700.0,39200.0,,3.7,55.6,,,,,0.91,,,,4.0,,,79.4,27.2,,,29.5,,7.64,2025,10,0.25073425513883496,False,normal,0.4044246213148957
1004,25.1709011,121.422745,2026-07-07 09:11:00,2.0,1.7112703940138756,0.2887296059861244,Gradient Boosting,Danshuei River Mouth,New Taipei City,TamsuiDistrict,Danshuei River,Danshuei River,0.0021,1.0,0.001,9.7,7190.0,3300.0,21300.0,0.001,5.7,79.9,0.002,0.003,0.041,0.0003,0.6,0.005,0.51,,2.0,,0.001,10.5,31.3,,0.146,30.4,0.003,7.69,2026,11,0.2887296059861244,False,normal,0.4044246213148957
1005,25.1064039,121.8054,2021-01-04 09:09:45,1.0,1.0484030473186072,-0.04840304731860723,Gradient Boosting,Jieshou Bridge,New Taipei City,Rueifang District,Danshuei River,Keelung River,0.0005,1.7,0.001,7.6,,72000.0,111.0,0.004,9.6,100.7,0.002,0.006,0.021,0.0003,0.16,0.005,0.73,0.008,1.0,0.001,0.001,20.0,16.2,0.78,0.095,17.5,0.012,7.5,2021,12,0.04840304731860723,False,normal,0.4044246213148957
1005,25.1064039,121.8054,2025-10-08 10:55:42,1.5,1.2878057476559477,0.21219425234405231,Gradient Boosting,Jieshou Bridge,New Taipei City,Rueifang District,Danshuei River,Keelung River,,1.4,,7.6,,43000.0,263.0,,7.4,97.5,,,,,0.64,,,,1.5,,,14.4,29.0,,,29.3,,8.03,2025,13,0.21219425234405231,False,normal,0.4044246213148957
1005,25.1064039,121.8054,2026-07-06 08:55:22,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Jieshou Bridge,New Taipei City,Rueifang District,Danshuei River,Keelung River,0.0005,1.1,0.001,4.0,,66000.0,184.0,0.003,8.2,106.6,0.002,0.003,0.018,0.0003,0.23,0.005,0.26,,1.0,,0.001,5.3,27.5,,0.045,29.0,0.014,8.32,2026,14,0.04288671797889254,False,normal,0.4044246213148957
1006,25.1028361,121.7416289,2021-01-04 13:03:08,1.5,1.4967622978279964,0.003237702172003587,Gradient Boosting,Nungen Bridge,Keelung City,Nuannuan District,Danshuei River,Keelung River,0.0005,2.1,0.001,7.5,,310000.0,120.0,0.002,9.2,97.6,0.002,0.003,0.027,0.0003,0.26,0.005,0.75,0.029,1.5,0.001,0.001,46.2,18.1,1.13,0.164,18.0,0.013,7.42,2021,15,0.003237702172003587,False,normal,0.4044246213148957
1006,25.1028361,121.7416289,2025-10-08 11:46:05,1.5,1.3880171787488609,0.11198282125113912,Gradient Boosting,Nungen Bridge,Keelung City,Nuannuan District,Danshuei River,Keelung River,,1.8,,12.9,,4800.0,290.0,,8.0,106.2,,,,,0.63,,,,1.5,,,3.0,31.0,,,30.4,,8.01,2025,16,0.11198282125113912,False,normal,0.4044246213148957
1006,25.1028361,121.7416289,2026-07-06 09:47:31,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Nungen Bridge,Keelung City,Nuannuan District,Danshuei River,Keelung River,0.0006,1.0,0.001,4.0,,44000.0,214.0,0.002,7.4,99.5,0.002,0.003,0.029,0.0003,0.24,0.005,1.24,,1.0,,0.001,3.8,27.7,,0.083,30.2,0.009,7.96,2026,17,0.04288671797889254,False,normal,0.4044246213148957
1007,25.0947711,121.7037589,2021-01-04 13:49:43,2.25,2.398023420704911,-0.14802342070491115,Gradient Boosting,Liuho Bridge,Keelung City,Cidu District,Danshuei River,Keelung River,0.0005,3.0,0.001,10.9,,340000.0,120.0,0.003,9.3,98.0,0.002,0.003,0.036,0.0003,0.28,0.005,0.86,0.038,2.25,0.001,0.001,62.7,17.8,1.39,0.2,18.0,0.013,7.14,2021,18,0.14802342070491115,False,normal,0.4044246213148957
1007,25.0947711,121.7037589,2025-10-08 12:56:54,3.5,3.792516559429248,-0.2925165594292478,Gradient Boosting,Liuho Bridge,Keelung City,Cidu District,Danshuei River,Keelung River,,6.7,,20.4,,40000.0,353.0,,7.8,103.8,,,,,2.33,,,,3.5,,,6.0,28.6,,,30.3,,7.88,2025,19,0.2925165594292478,False,normal,0.4044246213148957
1007,25.0947711,121.7037589,2026-07-06 13:03:00,1.5,1.4967622978279964,0.003237702172003587,Gradient Boosting,Liuho Bridge,Keelung City,Cidu District,Danshuei River,Keelung River,0.001,1.9,0.001,6.5,,29000.0,228.0,0.004,6.6,90.2,0.002,0.003,0.05,0.0003,0.45,0.005,1.43,,1.5,,0.001,22.2,29.1,,0.17,31.6,0.016,7.51,2026,20,0.003237702172003587,False,normal,0.4044246213148957
1008,25.0787808,121.6933319,2021-01-04 14:27:39,2.25,2.398023420704911,-0.14802342070491115,Gradient Boosting,Shihgein Bridge,Keelung City,Cidu District,Danshuei River,Keelung River,0.0005,2.6,0.001,9.4,,250000.0,134.0,0.007,9.0,95.4,0.002,0.003,0.044,0.0003,0.24,0.005,1.13,0.039,2.25,0.001,0.001,62.8,18.2,1.51,0.197,18.1,0.024,7.48,2021,21,0.14802342070491115,False,normal,0.4044246213148957
1008,25.0787808,121.6933319,2025-10-08 13:35:00,2.75,2.9492795300414563,-0.19927953004145627,Gradient Boosting,Shihgein Bridge,Keelung City,Cidu District,Danshuei River,Keelung River,,3.7,,16.3,,57000.0,404.0,,7.5,98.7,,,,,1.71,,,,2.75,,,7.9,27.5,,,29.6,,7.75,2025,22,0.19927953004145627,False,normal,0.4044246213148957
1008,25.0787808,121.6933319,2026-07-06 13:38:28,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Shihgein Bridge,Keelung City,Cidu District,Danshuei River,Keelung River,0.0008,1.3,0.001,7.3,,27000.0,266.0,0.004,7.7,106.6,0.002,0.003,0.051,0.0003,0.29,0.005,1.48,,1.0,,0.001,9.4,30.6,,0.134,32.1,0.016,7.82,2026,23,0.04288671797889254,False,normal,0.4044246213148957
1009,25.068573,121.65564,2021-01-04 15:19:22,2.25,2.398023420704911,-0.14802342070491115,Gradient Boosting,Jiangpei Bridge,New Taipei City,Sijhih District,Danshuei River,Keelung River,0.0006,2.3,0.001,8.7,,310000.0,143.0,0.006,9.1,96.4,0.002,0.003,0.048,0.0003,0.3,0.005,0.88,0.051,2.25,0.001,0.001,66.7,18.5,1.54,0.236,18.0,0.02,7.5,2021,24,0.14802342070491115,False,normal,0.4044246213148957
1009,25.068573,121.65564,2025-10-08 14:26:08,3.75,3.64276740610618,0.10723259389382012,Gradient Boosting,Jiangpei Bridge,New Taipei City,Sijhih District,Danshuei River,Keelung River,,3.8,,17.2,,15000.0,344.0,,4.8,63.8,,,,,1.14,,,,3.75,,,21.4,27.7,,,29.9,,7.68,2025,25,0.10723259389382012,False,normal,0.4044246213148957
1009,25.068573,121.65564,2026-07-06 14:32:02,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Jiangpei Bridge,New Taipei City,Sijhih District,Danshuei River,Keelung River,0.0009,2.7,0.001,8.0,,240000.0,294.0,0.005,9.2,127.6,0.002,0.003,0.053,0.0003,0.3,0.005,1.43,,1.0,,0.001,10.2,31.2,,0.146,32.7,0.018,7.88,2026,26,0.04288671797889254,False,normal,0.4044246213148957
1010,25.0634669,121.5695161,2021-01-04 11:11:12,3.25,3.775290736783613,-0.5252907367836128,Gradient Boosting,Minchenda Bridge,Taipei City,Songshan District,Danshuei River,Keelung River,0.0006,5.3,0.001,12.5,19.5,96000.0,237.0,0.003,4.9,50.8,0.002,0.003,0.036,0.0003,0.98,0.005,1.33,0.133,3.25,0.001,0.001,8.4,19.2,2.11,0.197,17.5,0.011,7.26,2021,27,0.5252907367836128,True,low,0.4044246213148957
1010,25.0634669,121.5695161,2025-10-08 07:51:00,4.0,4.153745363955465,-0.15374536395546468,Gradient Boosting,Minchenda Bridge,Taipei City,Songshan District,Danshuei River,Keelung River,,1.7,,17.1,30.4,33000.0,334.0,,2.5,33.0,,,,,1.75,,,,4.0,,,26.2,27.6,,,30.2,,7.38,2025,28,0.15374536395546468,False,normal,0.4044246213148957
1010,25.0634669,121.5695161,2026-07-06 11:21:00,2.0,1.780513397187232,0.219486602812768,Gradient Boosting,Minchenda Bridge,Taipei City,Songshan District,Danshuei River,Keelung River,0.0009,1.8,0.001,10.0,23.9,34000.0,255.0,0.005,4.6,62.0,0.002,0.004,0.041,0.0003,0.52,0.005,1.59,,2.0,,0.001,6.8,31.9,,0.143,31.2,0.01,7.3,2026,29,0.219486602812768,False,normal,0.4044246213148957
1011,25.0764581,121.5444539,2021-01-04 10:46:13,4.0,3.8243880145604434,0.17561198543955658,Gradient Boosting,Dajhih Bridge,Taipei City,Jhongshan District,Danshuei River,Keelung River,0.0006,3.6,0.001,10.8,19.4,78000.0,234.0,0.003,4.3,44.5,0.002,0.003,0.027,0.0003,1.27,0.005,1.25,0.276,4.0,0.001,0.001,5.0,18.1,1.83,0.245,17.0,0.008,7.12,2021,30,0.17561198543955658,False,normal,0.4044246213148957
1011,25.0764581,121.5444539,2025-10-08 07:27:30,3.5,3.931015912964007,-0.431015912964007,Gradient Boosting,Dajhih Bridge,Taipei City,Jhongshan District,Danshuei River,Keelung River,,1.8,,18.3,64.0,30000.0,453.0,,2.6,33.5,,,,,1.81,,,,3.5,,,19.2,26.1,,,30.0,,7.24,2025,31,0.431015912964007,True,low,0.4044246213148957
1011,25.0764581,121.5444539,2026-07-06 10:55:00,1.5,1.626315978469784,-0.12631597846978404,Gradient Boosting,Dajhih Bridge,Taipei City,Jhongshan District,Danshuei River,Keelung River,0.0008,2.1,0.001,9.2,26.6,36000.0,262.0,0.003,4.8,63.9,0.002,0.009,0.047,0.0003,0.4,0.005,2.52,,1.5,,0.001,8.5,31.7,,0.215,31.0,0.013,7.26,2026,32,0.12631597846978404,False,normal,0.4044246213148957
1012,25.088435,121.5137258,2021-01-04 09:56:34,4.0,4.252964923897812,-0.252964923897812,Gradient Boosting,Bialin Bridge,Taipei City,Shihlin District,Danshuei River,Keelung River,0.0006,4.0,0.001,17.7,20.7,1000000.0,237.0,0.003,3.7,38.1,0.002,0.003,0.034,0.0003,1.68,0.005,1.09,0.397,4.0,0.001,0.001,7.2,17.3,2.08,0.331,17.0,0.014,7.19,2021,33,0.252964923897812,False,normal,0.4044246213148957
1012,25.088435,121.5137258,2025-10-08 06:37:02,4.0,4.082990720958263,-0.08299072095826343,Gradient Boosting,Bialin Bridge,Taipei City,Shihlin District,Danshuei River,Keelung River,,1.7,,15.6,303.0,38000.0,1320.0,,2.4,31.3,,,,,2.19,,,,4.0,,,28.7,25.7,,,29.5,,7.26,2025,34,0.08299072095826343,False,normal,0.4044246213148957
1012,25.088435,121.5137258,2026-07-06 10:05:03,2.75,2.3677193928092044,0.3822806071907956,Gradient Boosting,Bialin Bridge,Taipei City,Shihlin District,Danshuei River,Keelung River,0.0009,2.0,0.001,10.0,27.6,200000.0,259.0,0.004,4.3,58.0,0.002,0.003,0.049,0.0003,0.62,0.005,2.18,,2.75,,0.001,11.1,31.3,,0.209,31.1,0.019,7.17,2026,35,0.3822806071907956,False,normal,0.4044246213148957
1013,24.884674,121.283827,2021-01-04 13:10:00,3.25,3.280967123053613,-0.030967123053613044,Gradient Boosting,Dahan Bridge,Taoyuan County,Dasi District,Danshuei River,Dahan River,0.0011,2.0,0.001,6.6,,6300.0,237.0,0.003,9.5,103.3,0.002,0.003,0.045,0.0003,0.05,0.005,0.89,0.012,3.25,0.001,0.001,119.0,17.9,0.8,0.271,18.9,0.005,7.9,2021,36,0.030967123053613044,False,normal,0.4044246213148957
1013,24.884674,121.283827,2025-10-08 09:36:38,1.5,1.4967622978279964,0.003237702172003587,Gradient Boosting,Dahan Bridge,Taoyuan County,Dasi District,Danshuei River,Dahan River,,1.0,,4.0,,2000.0,202.0,,8.5,107.4,,,,,0.03,,,,1.5,,,21.6,30.2,,,26.6,,8.16,2025,37,0.003237702172003587,False,normal,0.4044246213148957
1013,24.884674,121.283827,2026-07-06 07:57:23,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Dahan Bridge,Taoyuan County,Dasi District,Danshuei River,Dahan River,0.0004,1.0,0.001,4.1,,3700.0,209.0,0.003,8.3,101.5,0.002,0.003,0.028,0.0003,0.11,0.005,0.61,,1.0,,0.001,15.1,28.4,,0.037,25.0,0.015,7.5,2026,38,0.04288671797889254,False,normal,0.4044246213148957
1014,24.930705,121.341425,2021-01-04 14:08:16,1.5,1.342931570805801,0.15706842919419906,Gradient Boosting,Bansin Intake,New Taipei City,Yingge District,Danshuei River,Dahan River,0.0008,3.1,0.001,8.7,,360.0,263.0,0.003,10.5,108.9,0.002,0.004,0.012,0.0003,0.11,0.005,1.05,0.052,1.5,0.001,0.001,11.0,18.1,1.58,0.086,17.0,0.006,8.47,2021,39,0.15706842919419906,False,normal,0.4044246213148957
1014,24.930705,121.341425,2025-10-08 10:38:20,1.5,1.4967622978279964,0.003237702172003587,Gradient Boosting,Bansin Intake,New Taipei City,Yingge District,Danshuei River,Dahan River,,1.0,,6.0,,1700.0,228.0,,6.9,89.5,,,,,0.07,,,,1.5,,,27.4,32.8,,,28.8,,7.6,2025,40,0.003237702172003587,False,normal,0.4044246213148957
1014,24.930705,121.341425,2026-07-06 08:55:43,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Bansin Intake,New Taipei City,Yingge District,Danshuei River,Dahan River,0.0005,1.0,0.001,4.3,,5900.0,204.0,0.003,7.7,98.3,0.002,0.003,0.034,0.0003,0.1,0.005,0.65,,1.0,,0.001,9.7,29.2,,0.037,27.6,0.016,7.32,2026,41,0.04288671797889254,False,normal,0.4044246213148957
1015,24.9447611,121.3532231,2021-01-04 14:55:00,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Sanying Bridge,New Taipei City,Yingge District,Danshuei River,Dahan River,0.0008,1.3,0.001,11.6,,550.0,401.0,0.003,11.4,124.3,0.002,0.003,0.023,0.0003,0.1,0.005,1.5,0.02,1.0,0.001,0.001,11.2,18.4,2.06,0.095,19.2,0.008,8.04,2021,42,0.04288671797889254,False,normal,0.4044246213148957
1015,24.9447611,121.3532231,2025-10-08 11:25:16,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Sanying Bridge,New Taipei City,Yingge District,Danshuei River,Dahan River,,1.0,,9.4,,130.0,284.0,,7.6,99.2,,,,,0.16,,,,1.0,,,14.0,33.0,,,28.8,,8.14,2025,43,0.04288671797889254,False,normal,0.4044246213148957
1015,24.9447611,121.3532231,2026-07-06 11:58:45,1.5,1.4967622978279964,0.003237702172003587,Gradient Boosting,Sanying Bridge,New Taipei City,Yingge District,Danshuei River,Dahan River,0.0007,1.0,0.001,4.0,,60000.0,218.0,0.003,7.7,96.7,0.002,0.003,0.048,0.0003,0.1,0.005,0.69,,1.5,,0.001,26.4,33.8,,0.04,27.6,0.013,7.72,2026,44,0.003237702172003587,False,normal,0.4044246213148957
1016,24.9950731,121.4362461,2021-01-04 10:16:12,6.25,5.862569725366394,0.3874302746336058,Gradient Boosting,Fuchou Bridge,New Taipei City,Banciao District,Danshuei River,Dahan River,0.001,5.9,0.001,17.5,28.7,410000.0,448.0,0.011,3.1,35.0,0.002,0.003,0.128,0.0003,4.06,0.012,1.99,0.228,6.25,0.001,0.001,37.6,17.8,3.24,0.564,18.2,0.032,7.29,2021,45,0.3874302746336058,False,normal,0.4044246213148957
1016,24.9950731,121.4362461,2025-10-08 07:07:00,4.0,4.153745363955465,-0.15374536395546468,Gradient Boosting,Fuchou Bridge,New Taipei City,Banciao District,Danshuei River,Dahan River,,2.9,,18.3,39.0,24000.0,550.0,,2.8,35.6,,,,,2.61,,,,4.0,,,22.1,28.8,,,29.2,,7.5,2025,46,0.15374536395546468,False,normal,0.4044246213148957
1016,24.9950731,121.4362461,2026-07-06 10:51:12,1.5,1.4967622978279964,0.003237702172003587,Gradient Boosting,Fuchou Bridge,New Taipei City,Banciao District,Danshuei River,Dahan River,0.0009,1.2,0.001,6.5,7.6,57000.0,240.0,0.004,7.0,89.9,0.002,0.003,0.061,0.0003,0.36,0.005,0.91,,1.5,,0.001,29.1,33.2,,0.146,28.2,0.018,7.62,2026,47,0.003237702172003587,False,normal,0.4044246213148957
1017,25.0328661,121.45462,2021-01-04 09:25:35,6.75,6.491826448107334,0.258173551892666,Gradient Boosting,Cinhi Bridge,New Taipei City,Banciao District,Danshuei River,Dahan River,0.0012,10.6,0.001,25.2,33.8,2200000.0,465.0,0.024,1.4,13.3,0.002,0.003,0.166,0.0003,5.74,0.025,0.12,0.354,6.75,0.001,0.001,15.8,17.6,4.88,0.708,17.3,0.027,7.18,2021,48,0.258173551892666,False,normal,0.4044246213148957
1017,25.0328661,121.45462,2025-10-08 06:23:22,6.0,5.615565720636544,0.38443427936345564,Gradient Boosting,Cinhi Bridge,New Taipei City,Banciao District,Danshuei River,Dahan River,,2.7,,19.4,154.0,200000.0,948.0,,1.7,21.6,,,,,3.35,,,,6.0,,,30.0,28.1,,,28.8,,7.47,2025,49,0.38443427936345564,False,normal,0.4044246213148957
1017,25.0328661,121.45462,2026-07-06 09:58:00,3.25,3.1519300356491367,0.09806996435086335,Gradient Boosting,Cinhi Bridge,New Taipei City,Banciao District,Danshuei River,Dahan River,0.0013,1.2,0.001,8.7,9.1,81000.0,244.0,0.008,6.4,82.2,0.002,0.003,0.1,0.0003,0.57,0.005,0.86,,3.25,,0.001,55.8,32.9,,0.146,28.6,0.026,7.62,2026,50,0.09806996435086335,False,normal,0.4044246213148957
1018,24.9563194,121.5357972,2021-01-07 11:28:00,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Beetan Bridge,New Taipei City,Sindian District,Danshuei River,Sindian River,0.0003,1.0,0.001,4.0,,41000.0,84.0,0.001,10.4,105.8,0.002,0.003,0.012,0.0003,0.03,0.005,0.49,0.003,1.0,0.001,0.001,7.4,13.6,0.44,0.036,16.7,0.003,7.2,2021,51,0.04288671797889254,False,normal,0.4044246213148957
1018,24.9563194,121.5357972,2026-07-07 10:03:21,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Beetan Bridge,New Taipei City,Sindian District,Danshuei River,Sindian River,0.0003,1.0,0.001,4.0,,1500.0,84.0,0.002,9.2,110.9,0.002,0.003,0.006,0.0003,0.1,0.005,0.39,,1.0,,0.001,2.1,29.1,,0.019,24.8,0.01,7.3,2026,52,0.04288671797889254,False,normal,0.4044246213148957
1018,24.9609239,121.535815,2025-10-09 11:16:02,1.5,1.6512828359245049,-0.15128283592450487,Gradient Boosting,Beetan Bridge,New Taipei City,Sindian District,Danshuei River,Sindian River,,4.0,,14.6,,130.0,152.0,,10.2,135.0,,,,,0.23,,,,1.5,,,9.1,29.3,,,29.9,,8.74,2025,53,0.15128283592450487,False,normal,0.4044246213148957
1019,25.0213069,121.5142331,2021-01-07 13:06:00,1.5,1.4967622978279964,0.003237702172003587,Gradient Boosting,Jhongjheng Bridge,New Taipei City,Yonghe District,Danshuei River,Sindian River,0.0003,1.0,0.001,4.0,4.5,49000.0,106.0,0.002,9.0,92.6,0.002,0.003,0.013,0.0003,0.18,0.005,0.65,0.023,1.5,0.001,0.001,21.6,12.6,0.71,0.096,17.1,0.005,7.42,2021,54,0.003237702172003587,False,normal,0.4044246213148957
1019,25.0213069,121.5142331,2025-10-09 07:45:00,5.0,4.7958444770695134,0.20415552293048655,Gradient Boosting,Jhongjheng Bridge,New Taipei City,Yonghe District,Danshuei River,Sindian River,,2.9,,19.2,35.7,30000.0,348.0,,1.6,20.6,,,,,1.73,,,,5.0,,,37.1,27.2,,,28.1,,7.32,2025,55,0.20415552293048655,False,normal,0.4044246213148957
1019,25.0213069,121.5142331,2026-07-07 11:34:00,1.0,1.0428867179788925,-0.04288671797889254,Gradient Boosting,Jhongjheng Bridge,New Taipei City,Yonghe District,Danshuei River,Sindian River,0.0003,1.4,0.001,4.0,6.9,210000.0,100.0,0.002,8.5,101.9,0.002,0.003,0.015,0.0003,0.38,0.005,0.49,,1.0,,0.001,4.4,28.6,,0.06,24.5,0.009,7.35,2026,56,0.04288671797889254,False,normal,0.4044246213148957
1020,25.0102131,121.49627,2021-01-07 12:42:00,1.0,1.0484030473186072,-0.04840304731860723,Gradient Boosting,Huajhong Bridge,New Taipei City,Jhonghe District,Danshuei River,Sindian River,0.0003,1.7,0.001,4.2,4.5,65000.0,110.0,0.001,9.0,92.8,0.002,0.003,0.033,0.0003,0.29,0.005,0.62,0.021,1.0,0.001,0.001,19.1,12.5,0.78,0.103,17.1,0.009,7.61,2021,57,0.04840304731860723,False,normal,0.4044246213148957
1020,25.0102131,121.49627,2025-10-09 07:21:07,5.0,4.7958444770695134,0.20415552293048655,Gradient Boosting,Huajhong Bridge,New Taipei City,Jhonghe District,Danshuei River,Sindian River,,2.8,,16.6,64.0,96000.0,444.0,,1.8,22.5,,,,,2.38,,,,5.0,,,36.9,27.6,,,28.7,,7.32,2025,58,0.20415552293048655,False,normal,0.4044246213148957
1020,25.0102131,121.49627,2026-07-07 11:10:21,2.25,2.1656351552808464,0.08436484471915362,Gradient Boosting,Huajhong Bridge,New Taipei City,Jhonghe District,Danshuei River,Sindian River,0.0003,1.4,0.001,4.0,7.1,44000.0,112.0,0.004,7.8,93.2,0.002,0.003,0.02,0.0003,1.14,0.005,0.46,,2.25,,0.001,6.2,28.7,,0.127,24.5,0.011,7.26,2026,59,0.08436484471915362,False,normal,0.4044246213148957
1021,25.034898,121.483509,2025-10-09 07:00:55,6.0,5.374269756766909,0.6257302432330913,Gradient Boosting,Huajhian Bridge,New Taipei City,Banciao District,Danshuei River,Sindian River,,2.2,,21.6,183.0,360000.0,954.0,,1.4,17.9,,,,,3.03,,,,6.0,,,32.1,27.4,,,28.3,,7.4,2025,60,0.6257302432330913,True,high,0.4044246213148957
1021,25.034898,121.483509,2026-07-07 10:50:09,1.5,1.359787277267552,0.1402127227324479,Gradient Boosting,Huajhian Bridge,New Taipei City,Banciao District,Danshuei River,Sindian River,0.0004,1.4,0.001,4.0,7.4,170000.0,110.0,0.003,7.2,88.7,0.002,0.003,0.02,0.0003,0.69,0.005,0.45,,1.5,,0.001,8.6,29.8,,0.088,25.7,0.011,7.27,2026,61,0.1402127227324479,False,normal,0.4044246213148957
